election,competitive_ratio,min_elimination_margin,upward_monotonicity_failure,downward_monotonicity_failure,compromise_failure,repeal,note1,note2,note3,note4,note5,total_rankings_used,total_rankings_skipped_by_tally,total_rankings_stalled_after_winner,total_rankings_stalled_after_runner_up,total_rankings_tallied,total_ballots_with_rankings_skipped_by_tally,total_ballots_with_rankings_stalled_after_winner,total_ballots_with_rankings_stalled_after_runner_up,total_ballots_with_fav_eliminated_and_second_not_tallied,total_ballots_with_elimination_and_next_not_tallied,total_rankings_tallied_1,total_rankings_tallied_2,total_rankings_tallied_3,total_rankings_tallied_4,total_rankings_tallied_5,total_rankings_tallied_6,total_rankings_used_1,total_rankings_used_2,total_rankings_used_3,total_rankings_used_4,total_rankings_used_5,total_rankings_used_6,n_candidates,rank_limit,come_from_behind,restrictive_rank_limit,first_round_overvote,ranked_single,ranked_3_or_more,ranked_multiple,includes_duplicate_ranking,includes_overvote_ranking,includes_skipped_ranking,total_irregular,total_undervote,total_ballots,condorcet,total_fully_ranked,mean_rankings_used,winner,n_rounds,total_pretally_exhausted,total_posttally_exhausted,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_duplicate_rankings,total_posttally_exhausted_by_rank_limit,total_posttally_exhausted_by_rank_limit_fully_ranked,total_posttally_exhausted_by_rank_limit_partially_ranked,first_round_winner_vote,final_round_winner_vote,first_round_winner_percent,final_round_winner_percent,first_round_winner_place
NewYorkCity_20210622_DEM_CityCouncilD41,0,2251,,,,,,,,,,24270,0,4830,3212,15447,0,4599,3101,3035,3101,15339,83,25,0,0,0,15379,7970,921,0,0,0,2,3,False,0,44.0,7755.0,342.0,7705.0,450.0,59.0,241.0,733.0,320579.0,336070.0,True,7631.0,1.517,Darlene Mealy,1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8849.0,8849.0,57.286,57.286,1
NewYorkCity_20210622_DEM_CityCouncilD42,0.22657894736842105,655,,,,,,,,,,40118,338,10730,9640,17482,331,4580,4696,3955,4820,15526,1425,415,73,43,0,15613,9931,7283,5641,1650,0,4,5,False,0,92.0,5938.0,7092.0,9744.0,665.0,181.0,980.0,1730.0,320342.0,336070.0,True,5372.0,2.437,Charles Barron,4,92.0,800.0,20.0,0.0,729.0,51.0,0.0,0.0,0.0,7431.0,7976.0,47.525,53.761,1
NewYorkCity_20210622_DEM_CityCouncilD45,0,9791,,,,,,,,,,36788,0,11213,5050,19297,0,6244,2895,2816,2895,19157,79,28,33,0,0,19230,9434,6993,1131,0,0,3,4,False,0,82.0,10160.0,6811.0,9162.0,485.0,131.0,561.0,1141.0,316691.0,336070.0,True,6689.0,1.838,Farah N. Louis,1,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14544.0,14544.0,75.369,75.369,1
NewYorkCity_20210622_DEM_CityCouncilD46,0.473970473970474,122,,,,,,,,,,54538,3208,15726,9094,24925,2344,5989,3697,3980,5581,18372,4165,1538,601,249,0,18442,12635,9623,7340,6498,0,8,5,False,1,70.0,6064.0,9328.0,12445.0,465.0,157.0,323.0,898.0,317520.0,336070.0,True,5864.0,2.862,Mercedes Narcisse,8,70.0,4464.0,29.0,0.0,4113.0,171.0,151.0,133.0,18.0,6421.0,8931.0,34.746,63.72,1
NewYorkCity_20210622_DEM_CityCouncilD47,0.31689008042895445,312,,,,,,,,,,18499,137,4605,4019,9192,132,2242,1884,1593,1982,7989,961,204,28,10,0,8026,4534,3121,2251,567,0,4,5,False,0,39.0,3539.0,3053.0,4502.0,179.0,71.0,311.0,529.0,328002.0,336070.0,True,2176.0,2.23,Ari Kagan,4,39.0,822.0,7.0,0.0,777.0,38.0,0.0,0.0,0.0,3493.0,4017.0,43.505,55.737,1
NewYorkCity_20210622_DEM_CityCouncilD48,0.52905441098785,54,,,,,,,,,,24719,660,6267,5055,12082,597,2895,2312,2266,2827,9173,2105,682,107,15,0,9216,6340,4375,2797,1991,0,5,5,False,0,50.0,2978.0,4264.0,6260.0,165.0,107.0,135.0,384.0,326810.0,336070.0,True,1743.0,2.61,Steven Saperstein,5,50.0,1256.0,19.0,0.0,1192.0,45.0,0.0,0.0,0.0,3033.0,4539.0,32.932,57.066,1
NewYorkCity_20210622_DEM_CityCouncilD49,0.44844864135671614,55,,,,,,,,,,45428,3216,11418,9636,19967,2074,4419,3624,3853,5361,13671,3845,1456,651,344,0,13730,10454,8538,6797,5909,0,9,5,False,1,63.0,3465.0,8312.0,10303.0,328.0,131.0,179.0,596.0,29708.0,43503.0,True,5475.0,3.218,Kamillah Hanks,9,63.0,3214.0,26.0,0.0,2729.0,134.0,325.0,308.0,17.0,3463.0,5986.0,25.218,56.912,1
NewYorkCity_20210622_DEM_CityCouncilD5,0.4416024073725785,248,,,,,,,,,,73739,3589,17775,16752,34960,2649,7774,7008,6655,9058,25393,5891,2439,832,405,0,25437,18196,13704,9308,7094,0,7,5,False,1,47.0,7333.0,13619.0,18134.0,189.0,121.0,142.0,436.0,242030.0,267513.0,True,6814.0,2.873,Julie Menin,7,47.0,3877.0,20.0,0.0,3716.0,54.0,87.0,83.0,4.0,8872.0,12079.0,34.88,56.028,1
NewYorkCity_20210622_DEM_CityCouncilD6,0,3789,,,,,,,,,,99924,0,26676,32880,39399,0,11258,14026,13909,14026,39340,35,11,7,6,0,39392,25424,17274,10330,7504,0,6,5,False,0,55.0,14111.0,17132.0,25321.0,275.0,138.0,228.0,623.0,228059.0,267513.0,True,7090.0,2.512,Gale A. Brewer,1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21594.0,21594.0,54.808,54.808,1
NewYorkCity_20210622_DEM_CityCouncilD7,0.41956226041795475,2,,,,,,,,,,73695,4101,16756,19124,32685,2710,6487,7412,6159,9311,23095,6413,2069,737,371,0,23202,17251,13850,10601,8791,0,12,5,False,1,111.0,6068.0,13689.0,17176.0,268.0,197.0,291.0,706.0,244213.0,267513.0,True,8368.0,3.127,Shaun Abreu,11,111.0,4790.0,34.0,0.0,4290.0,104.0,362.0,339.0,23.0,6214.0,9210.0,26.797,50.057,1
NewYorkCity_20210622_DEM_CityCouncilD8,0,1520,,,,,,,,,,28993,0,8136,8016,11722,0,3453,3407,3254,3407,11587,59,30,20,26,0,11636,7006,5045,4230,1076,0,4,5,False,0,55.0,4854.0,4936.0,6898.0,398.0,130.0,621.0,1072.0,382971.0,394748.0,True,4012.0,2.376,Diana I. Ayala,1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6621.0,6621.0,56.484,56.484,1
NewYorkCity_20210622_DEM_CityCouncilD9,0.795213863292532,19,,,,,,,,,,86417,12456,17523,15171,39716,6652,7092,5699,7853,11776,25519,7845,3426,1825,1101,0,25657,19909,16333,13127,11391,0,13,5,True,1,147.0,5967.0,16114.0,19736.0,393.0,264.0,359.0,943.0,241740.0,267513.0,True,10758.0,3.303,Kristin Richardson Jordan,13,147.0,7719.0,62.0,0.0,5529.0,182.0,1946.0,1896.0,50.0,4873.0,9004.0,19.016,50.282,2
NewYorkCity_20210622_DEM_Comptroller,0.5260231974582659,323,,,,,,,,,,2468326,214016,532186,513596,1161041,125202,229518,213465,223232,316176,862072,181763,69952,29406,17848,0,865036,591921,436076,312500,262793,0,10,5,False,1,3193.0,283433.0,427799.0,586261.0,13835.0,6687.0,14535.0,32962.0,169205.0,1040485.0,True,241251.0,2.786,Brad Lander,10,3193.0,212131.0,1455.0,0.0,182115.0,5335.0,23226.0,21655.0,1571.0,268064.0,340710.0,30.88,51.941,1
NewYorkCity_20210622_DEM_Mayor,0.7182446994572516,371,,,,,,,,,,3507162,326160,865224,886969,1364903,181582,313956,341968,324779,475308,940561,262630,97725,41945,22042,0,946312,822725,714514,562622,460989,0,13,5,False,1,5901.0,127610.0,705751.0,817417.0,16787.0,10330.0,12147.0,36716.0,92553.0,1040485.0,True,434784.0,3.644,Eric L. Adams,13,5901.0,140809.0,1462.0,0.0,105194.0,4270.0,29883.0,28787.0,1096.0,289403.0,404213.0,30.721,50.45,1
NewYorkCity_20210622_DEM_PublicAdvocateCitywide,0,326802,,,,,,,,,,1492508,0,391996,244749,818722,0,220831,136810,133429,136810,813441,3187,1274,820,0,0,815420,365998,272947,38143,0,0,3,4,False,0,2157.0,461075.0,265739.0,358779.0,16031.0,3791.0,18170.0,36686.0,219606.0,1040485.0,True,261444.0,1.776,Jumaane D. Williams,1,2157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572762.0,572762.0,69.958,69.958,1
NewYorkCity_20210622_REP_BoroughPresidentRichmond,0.2944679876302829,398,,,,,,,,,,47216,207,10803,11543,21757,200,5689,5723,5002,5870,19580,1901,235,32,9,0,19661,12719,7816,5589,1431,0,4,5,False,0,83.0,7491.0,7216.0,12194.0,808.0,186.0,565.0,1509.0,123.0,19850.0,True,4999.0,2.254,Vito Fossella,4,83.0,1181.0,11.0,0.0,1067.0,103.0,0.0,0.0,0.0,8583.0,9451.0,43.693,51.189,1
NewYorkCity_20210622_REP_CityCouncilD15,0.19230769230769232,11,,,,,,,,,,272,0,36,46,164,0,34,41,36,41,155,8,1,0,0,0,158,87,27,0,0,0,2,3,False,0,4.0,85.0,11.0,76.0,12.0,4.0,7.0,21.0,127072.0,127235.0,True,75.0,1.521,Ariel Rivera-Diaz,2,4.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,78.0,80.0,49.057,53.691,1
NewYorkCity_20210622_REP_CityCouncilD19,0,110,,,,,,,,,,5388,0,844,880,3420,0,810,823,812,823,3405,8,7,0,0,0,3419,1725,244,0,0,0,2,3,False,0,14.0,1788.0,91.0,1633.0,124.0,17.0,37.0,176.0,197865.0,201299.0,True,1614.0,1.498,Vickie Paladino,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765.0,1765.0,51.608,51.608,1
NewYorkCity_20210622_REP_CityCouncilD23,0,516,,,,,,,,,,2479,0,578,259,1564,0,550,228,227,228,1542,12,10,0,0,0,1552,813,114,0,0,0,2,3,False,0,10.0,788.0,59.0,778.0,37.0,10.0,28.0,74.0,199725.0,201299.0,True,771.0,1.527,James F. Reilly,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,1040.0,66.496,66.496,1
NewYorkCity_20210622_REP_CityCouncilD24,0,149,,,,,,,,,,1306,0,284,161,807,0,263,143,141,143,794,9,4,0,0,0,798,435,73,0,0,0,2,3,False,0,8.0,405.0,39.0,406.0,24.0,9.0,22.0,50.0,200484.0,201299.0,True,400.0,1.541,Timothy Rosen,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,478.0,59.232,59.232,1
NewYorkCity_20210622_REP_CityCouncilD32,0,1856,,,,,,,,,,4357,0,978,235,2900,0,941,214,212,214,2879,16,5,0,0,0,2884,1273,200,0,0,0,2,3,False,0,6.0,1745.0,58.0,1155.0,128.0,6.0,35.0,167.0,198393.0,201299.0,True,1141.0,1.415,Joann Ariola,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2378.0,2378.0,82.0,82.0,1
NewYorkCity_20210622_REP_CityCouncilD50,0.7381114130434783,42,,,,,,,,,,20856,499,4997,4083,10441,446,2176,1634,1563,2001,8561,1407,379,81,13,0,8591,4641,3203,2348,2073,0,5,5,True,0,30.0,4090.0,3026.0,4500.0,230.0,58.0,62.0,340.0,11243.0,19850.0,True,1798.0,2.332,David M. Carr,5,30.0,1397.0,8.0,0.0,1305.0,84.0,0.0,0.0,0.0,2692.0,3611.0,31.386,50.292,2
NewYorkCity_20210622_REP_Mayor,0,21539,,,,,,,,,,100042,0,22035,12026,60049,0,20118,10378,10176,10378,59738,223,88,0,0,0,59986,32920,7136,0,0,0,2,3,False,0,266.0,29634.0,3565.0,30506.0,3082.0,326.0,801.0,4135.0,600342.0,660657.0,True,29397.0,1.562,Curtis A. Sliwa,1,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40794.0,40794.0,67.935,67.935,1
NewYorkCity_20230627_CON_CityCouncilD13,0,10,,,,,,,,,,264,0,75,69,112,0,40,41,41,41,110,0,1,1,0,0,110,83,62,9,0,0,3,4,False,0,0,31.0,60.0,81.0,4.0,0,5.0,9.0,4600.0,4712.0,True,60.0,2.286,Kristy Marmorato,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,54.464,54.464,1
NewYorkCity_20230627_DEM_CityCouncilD1,0,2209,,,,,,,,,,20389,0,6228,4818,8761,0,2786,2198,2169,2198,8704,30,10,2,15,0,8732,5071,3505,2606,475,0,4,5,False,0,30.0,3777.0,3417.0,4994.0,177.0,52.0,281.0,494.0,18.0,8809.0,True,2484.0,2.257,Christopher Marte,1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5485.0,5485.0,62.607,62.607,1
NewYorkCity_20230627_DEM_CityCouncilD10,0,4200,,,,,,,,,,9349,0,1948,509,6086,0,1859,431,418,431,5976,54,56,0,0,0,6019,2585,745,0,0,0,2,3,False,0,50.0,3802.0,167.0,2291.0,419.0,54.0,232.0,687.0,541.0,6677.0,True,2213.0,1.394,Carmen N. De La Rosa,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5143.0,5143.0,84.505,84.505,1
NewYorkCity_20230627_DEM_CityCouncilD12,0,4564,,,,,,,,,,16285,0,6489,1876,7200,0,3498,994,961,994,7121,41,11,27,0,0,7201,4604,3809,671,0,0,3,4,False,0,84.0,2719.0,3723.0,4504.0,250.0,109.0,369.0,702.0,31.0,7315.0,True,3681.0,2.142,Kevin C. Riley,1,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5882.0,5882.0,81.694,81.694,1
NewYorkCity_20230627_DEM_CityCouncilD13,0,1320,,,,,,,,,,11472,0,4133,2553,4270,0,1592,1023,978,1023,4214,24,10,2,20,0,4262,2650,2179,1806,575,0,4,5,False,0,52.0,1649.0,2134.0,2639.0,134.0,96.0,358.0,547.0,2100.0,6422.0,True,1730.0,2.549,Marjorie Velazquez,1,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2795.0,2795.0,65.457,65.457,1
NewYorkCity_20230627_DEM_CityCouncilD14,0,1687,,,,,,,,,,4943,0,727,358,3217,0,662,334,324,334,3103,66,48,0,0,0,3138,1292,513,0,0,0,2,3,False,0,40.0,2223.0,89.0,997.0,320.0,43.0,181.0,529.0,43.0,3300.0,True,980.0,1.322,Pierina A. Sanchez,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2452.0,2452.0,76.22,76.22,1
NewYorkCity_20230627_DEM_CityCouncilD19,0.6078514140987759,124,,,,,,,,,,13719,14,3044,3139,7090,14,1877,1937,1551,1950,5978,1049,38,25,0,0,6004,4242,3084,389,0,0,3,4,False,0,29.0,1864.0,2996.0,4165.0,162.0,45.0,167.0,355.0,188.0,6236.0,True,2967.0,2.2,Tony Avella,3,29.0,407.0,3.0,0.0,378.0,26.0,0.0,0.0,0.0,2363.0,2868.0,39.259,51.105,1
NewYorkCity_20230627_DEM_CityCouncilD2,0,1632,,,,,,,,,,12095,0,2486,1286,7744,0,2352,1168,1158,1168,7712,19,13,0,0,0,7724,3731,640,0,0,0,2,3,False,0,16.0,4228.0,252.0,3521.0,307.0,19.0,132.0,450.0,26.0,7786.0,True,3364.0,1.485,Carlina Rivera,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4688.0,4688.0,60.537,60.537,1
NewYorkCity_20230627_DEM_CityCouncilD22,0,4351,,,,,,,,,,9092,0,2056,357,6255,0,1919,307,294,307,6210,19,26,0,0,0,6221,2349,522,0,0,0,2,3,False,0,13.0,4030.0,187.0,2227.0,227.0,15.0,144.0,379.0,71.0,6339.0,True,2098.0,1.383,Tiffany L. Caban,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.0,5303.0,84.78,84.78,1
NewYorkCity_20230627_DEM_CityCouncilD23,0,1659,,,,,,,,,,14383,0,4259,2804,6567,0,2424,1591,1556,1591,6478,29,13,47,0,0,6527,4182,3086,588,0,0,3,4,False,0,56.0,2561.0,2911.0,4030.0,271.0,74.0,274.0,594.0,96.0,6719.0,True,2859.0,2.064,Linda Lee,1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4113.0,4113.0,62.631,62.631,1
NewYorkCity_20230627_DEM_CityCouncilD25,0,1302,,,,,,,,,,11355,0,3255,2080,5516,0,1869,1124,1096,1124,5438,29,13,36,0,0,5464,3091,2311,489,0,0,3,4,False,0,29.0,2523.0,2177.0,3002.0,178.0,47.0,223.0,430.0,84.0,5629.0,True,2137.0,1.96,Shekar Krishnan,1,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3409.0,3409.0,61.802,61.802,1
NewYorkCity_20230627_DEM_CityCouncilD26,0,1327,,,,,,,,,,10278,0,2169,1597,6075,0,2042,1461,1446,1461,5984,40,51,0,0,0,6002,3677,599,0,0,0,2,3,False,0,20.0,2575.0,263.0,3503.0,230.0,26.0,160.0,403.0,78.0,6173.0,True,3426.0,1.615,Julie Won,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3701.0,3701.0,60.922,60.922,1
NewYorkCity_20230627_DEM_CityCouncilD29,0,543,,,,,,,,,,14677,0,3979,3871,6417,0,2294,2200,2171,2200,6360,23,9,25,0,0,6383,4571,3306,417,0,0,3,4,False,0,25.0,1924.0,3208.0,4499.0,159.0,34.0,178.0,361.0,65.0,6507.0,True,3166.0,2.217,Lynn C. Schulman,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3480.0,3480.0,54.231,54.231,1
NewYorkCity_20230627_DEM_CityCouncilD34,0,2306,,,,,,,,,,5918,0,1388,560,3698,0,1304,520,516,520,3653,22,23,0,0,0,3664,1916,338,0,0,0,2,3,False,0,13.0,1876.0,124.0,1824.0,142.0,17.0,100.0,251.0,27.0,3738.0,True,1789.0,1.522,Jennifer Gutierrez,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.0,3002.0,81.179,81.179,1
NewYorkCity_20230627_DEM_CityCouncilD41,0,1042,,,,,,,,,,14086,0,4989,3166,4570,0,1926,1256,1168,1256,4513,30,10,5,12,0,4576,3333,2871,2450,856,0,4,5,False,0,70.0,1383.0,2622.0,3212.0,417.0,109.0,449.0,910.0,17.0,4657.0,True,2177.0,2.759,Darlene Mealy,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2806.0,2806.0,61.4,61.4,1
NewYorkCity_20230627_DEM_CityCouncilD42,0,91,,,,,,,,,,14409,0,3163,3746,6177,0,1796,2063,1964,2063,6083,32,25,37,0,0,6163,4114,3295,837,0,0,3,4,False,0,85.0,2328.0,2929.0,3874.0,501.0,118.0,377.0,961.0,19.0,6281.0,True,2877.0,2.096,Chris Banks,1,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3134.0,3134.0,50.737,50.737,1
NewYorkCity_20230627_DEM_CityCouncilD43,0,620,,,,,,,,,,7659,0,1982,1771,3632,0,1069,961,948,961,3591,19,15,7,0,0,3608,2104,1730,217,0,0,3,4,False,0,18.0,1601.0,1640.0,2034.0,100.0,26.0,93.0,212.0,872.0,4522.0,True,1625.0,2.025,Susan Zhuang,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2126.0,2126.0,58.535,58.535,1
NewYorkCity_20230627_DEM_CityCouncilD9,0.02135045998958514,51,,,,,,,,,,34825,0,10729,10976,11634,0,4599,4581,4387,4581,11438,109,22,18,47,0,11534,9361,7618,5099,1213,0,4,5,False,0,105.0,2338.0,7446.0,9250.0,459.0,166.0,727.0,1283.0,103.0,11752.0,True,4796.0,2.873,Yusef Salaam,2,105.0,35.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,5761.0,5780.0,49.905,50.222,1
NewYorkCity_20230627_REP_CityCouncilD13,0.17802197802197803,54,,,,,,,,,,4118,1,947,860,2030,1,531,501,449,502,1901,112,12,5,0,0,1911,1129,881,197,0,0,3,4,False,0,11.0,856.0,808.0,1064.0,93.0,18.0,67.0,172.0,4466.0,6391.0,True,793.0,1.999,Kristy Marmorato,3,11.0,56.0,0.0,0.0,46.0,10.0,0.0,0.0,0.0,909.0,956.0,47.492,51.453,1
NewYorkCity_20230627_REP_CityCouncilD20,0,175,,,,,,,,,,1765,0,97,157,1463,0,94,147,147,147,1458,3,2,0,0,0,1460,259,46,0,0,0,2,3,False,0,2.0,1222.0,13.0,241.0,28.0,3.0,13.0,41.0,2648.0,4113.0,True,238.0,1.172,Yu-Ching James Pai,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,819.0,55.981,55.981,1
NewYorkCity_20230627_REP_CityCouncilD43,0,12,,,,,,,,,,1289,0,157,182,838,0,141,159,158,159,829,5,4,0,0,0,834,351,104,0,0,0,2,3,False,0,5.0,538.0,39.0,300.0,54.0,5.0,16.0,75.0,3647.0,4490.0,True,295.0,1.396,Ying Tan,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,425.0,50.716,50.716,1
NewYorkCity_20230627_REP_CityCouncilD44,0,18,,,,,,,,,,1221,0,160,155,772,0,147,140,138,140,759,8,5,0,0,0,766,350,105,0,0,0,2,3,False,0,7.0,486.0,28.0,287.0,67.0,8.0,20.0,94.0,1431.0,2210.0,True,273.0,1.397,Kalman Yeger,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,395.0,51.166,51.166,1
NewYorkCity_20230627_REP_CityCouncilD47,0,1098,,,,,,,,,,4284,0,1167,571,2170,0,629,307,301,307,2146,21,0,3,0,0,2149,1059,847,229,0,0,3,4,False,0,3.0,1234.0,741.0,937.0,138.0,8.0,63.0,204.0,2982.0,5155.0,True,729.0,1.8,Ari Kagan,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634.0,1634.0,75.3,75.3,1
NewYorkCity_20230627_REP_CityCouncilD48,0,1008,,,,,,,,,,3546,0,339,146,2452,0,317,133,130,133,2431,10,11,0,0,0,2439,748,359,0,0,0,2,3,False,0,9.0,2002.0,35.0,450.0,310.0,10.0,39.0,356.0,1651.0,4112.0,True,438.0,1.193,Inna Vernikov,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,1730.0,70.555,70.555,1
NewYorkCity_20250624_DEMBoroughPresidentBronx,0,38505,,,,,,,,,,145795,0,24095,12825,104921,0,23461,12323,12223,12323,103401,771,749,0,0,0,103584,37519,4692,0,0,0,2,3,False,0,210.0,69192.0,1136.0,35786.0,2080.0,262.0,2392.0,4637.0,1003144.0,1108275.0,True,35510.0,1.35,Vanessa L. Gibson,1,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71713.0,71713.0,68.35,68.35,1
NewYorkCity_20250624_DEMBoroughPresidentKings,0,181058,,,,,,,,,,459796,0,79144,37521,334310,0,77112,36402,36050,36402,332327,1198,785,0,0,0,332658,117523,9615,0,0,0,2,3,False,0,395.0,220899.0,3151.0,113519.0,4794.0,497.0,3143.0,8215.0,773570.0,1108275.0,True,112528.0,1.348,Antonio Reynoso,1,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257684.0,257684.0,77.079,77.079,1
NewYorkCity_20250624_DEMBoroughPresidentManhattan,0.25989252194974266,24336,,,,,,,,,,500226,122,103813,97669,292253,122,66234,62308,52399,62407,270284,21112,492,365,0,0,270687,135299,88898,5342,0,0,3,4,False,0,443.0,138028.0,86840.0,133735.0,2473.0,816.0,2561.0,5602.0,836310.0,1108275.0,True,85992.0,1.818,Brad Hoylman-Sigal,3,443.0,15334.0,63.0,0.0,15060.0,211.0,0.0,0.0,0.0,131928.0,140262.0,48.588,54.75,1
NewYorkCity_20250624_DEMCityCouncilD1,0.2045662100456621,1542,,,,,,,,,,52097,6,11339,14041,26005,6,5483,6954,6166,6960,24458,1471,31,18,27,0,24506,12971,8206,5938,476,0,4,5,False,0,50.0,11679.0,8083.0,12890.0,205.0,99.0,284.0,564.0,0,24595.0,True,5715.0,2.092,Christopher Marte,3,50.0,1127.0,3.0,0.0,1113.0,11.0,0.0,0.0,0.0,12029.0,12515.0,49.008,53.442,1
NewYorkCity_20250624_DEMCityCouncilD10,0,17401,,,,,,,,,,32562,0,7066,1470,23473,0,6929,1421,1411,1421,23319,74,80,0,0,0,23348,8577,637,0,0,0,2,3,False,0,32.0,15125.0,186.0,8350.0,299.0,41.0,242.0,568.0,0,23505.0,True,8258.0,1.362,Carmen N. De La Rosa,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20437.0,20437.0,87.066,87.066,1
NewYorkCity_20250624_DEMCityCouncilD11,0,8378,,,,,,,,,,26698,0,4162,2394,19568,0,4075,2325,2311,2325,19418,84,66,0,0,0,19440,6625,633,0,0,0,2,3,False,0,27.0,13174.0,156.0,6401.0,303.0,38.0,273.0,601.0,0,19595.0,True,6283.0,1.334,Eric Dinowitz,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13973.0,13973.0,71.407,71.407,1
NewYorkCity_20250624_DEMCityCouncilD12,0,9200,,,,,,,,,,24831,0,4231,1688,18124,0,4117,1622,1598,1622,17910,115,99,0,0,0,17962,6064,805,0,0,0,2,3,False,0,56.0,12397.0,180.0,5740.0,410.0,62.0,368.0,825.0,0,18180.0,True,5687.0,1.323,Kevin C. Riley,1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13662.0,13662.0,75.381,75.381,1
NewYorkCity_20250624_DEMCityCouncilD13,0.6517769002961501,301,,,,,,,,,,30827,1032,7508,6730,14764,800,2996,2524,2044,3098,11292,2330,747,300,95,0,11327,6567,5131,4141,3661,0,6,5,False,0,38.0,4956.0,4989.0,6461.0,192.0,139.0,204.0,506.0,0,11440.0,True,3337.0,2.636,Shirley Aldebol,6,38.0,3037.0,19.0,0.0,2941.0,77.0,0.0,0.0,0.0,3411.0,4687.0,29.916,56.031,1
NewYorkCity_20250624_DEMCityCouncilD14,0,3316,,,,,,,,,,18156,0,4956,2412,10130,0,2877,1380,1349,1380,9920,84,38,88,0,0,10001,4426,3176,553,0,0,3,4,False,0,86.0,5871.0,3012.0,4267.0,214.0,122.0,407.0,715.0,0,10216.0,True,2966.0,1.715,Pierina A. Sanchez,1,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6723.0,6723.0,66.367,66.367,1
NewYorkCity_20250624_DEMCityCouncilD16,0,4271,,,,,,,,,,14128,0,2373,1182,10215,0,2306,1103,1094,1103,9953,128,134,0,0,0,9977,3620,531,0,0,0,2,3,False,0,25.0,6814.0,146.0,3409.0,185.0,32.0,338.0,543.0,0,10240.0,True,3385.0,1.346,Althea V. Stevens,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7243.0,7243.0,70.906,70.906,1
NewYorkCity_20250624_DEMCityCouncilD17,0.45454545454545453,127,,,,,,,,,,20440,191,5323,3467,10749,189,2397,1469,1276,1614,9078,1178,363,50,80,0,9117,4330,3483,2958,552,0,4,5,False,0,48.0,5103.0,3347.0,4190.0,218.0,87.0,401.0,667.0,0,9328.0,True,2758.0,2.121,Justin E. Sanchez,4,48.0,1982.0,7.0,0.0,1913.0,62.0,0.0,0.0,0.0,3714.0,4532.0,40.022,62.099,1
