election,competitive_ratio,total_rankings_used,min_elimination_margin,upward_monotonicity_failure,downward_monotonicity_failure,compromise_failure,repeal,note1,note2,note3,note4,note5,total_rankings_skipped_by_tally,total_rankings_stalled_after_winner,total_rankings_stalled_after_runner_up,total_rankings_tallied,total_ballots_with_rankings_skipped_by_tally,total_ballots_with_rankings_stalled_after_winner,total_ballots_with_rankings_stalled_after_runner_up,total_ballots_with_fav_eliminated_and_second_not_tallied,total_ballots_with_elimination_and_next_not_tallied,n_candidates,rank_limit,come_from_behind,restrictive_rank_limit,first_round_overvote,ranked_single,ranked_3_or_more,ranked_multiple,includes_duplicate_ranking,includes_overvote_ranking,includes_skipped_ranking,total_irregular,total_undervote,total_ballots,condorcet,total_fully_ranked,mean_rankings_used,winner,n_rounds,total_pretally_exhausted,total_posttally_exhausted,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_duplicate_rankings,total_posttally_exhausted_by_rank_limit,total_posttally_exhausted_by_rank_limit_fully_ranked,total_posttally_exhausted_by_rank_limit_partially_ranked,first_round_winner_vote,final_round_winner_vote,first_round_winner_percent,final_round_winner_percent,first_round_winner_place
Oakland_20241105_SchoolDirectorD1,0,44195,15961,,,,,,,,,,53,11209,3749,29184,23,9375,3293,3298,3313,2,5,False,0,101.0,17121.0,190.0,11927.0,917.0,129.0,383.0,1363.0,6237.0,35367.0,True,11830.0,1.413,RACHEL LATTA,1,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22495.0,22495.0,77.491,77.491,1
Oakland_20241105_SchoolDirectorD3,0,32164,1939,,,,,,,,,,1211,5999,0,24954,450,4813,0,450,450,2,5,False,0,156.0,10981.0,199.0,9088.0,816.0,185.0,479.0,1382.0,4443.0,24632.0,True,9010.0,1.454,VANCEDRIC WILLIAMS,1,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10986.0,10986.0,54.84,54.84,1
Oakland_20241105_SchoolDirectorD5,0,21680,725,,,,,,,,,,81,5019,3929,12651,30,3964,3293,3318,3322,2,5,False,0,154.0,5634.0,163.0,6809.0,640.0,190.0,575.0,1312.0,2235.0,14806.0,True,6708.0,1.544,PATRICE BERRY,1,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6571.0,6571.0,52.919,52.919,1
Oakland_20241105_SchoolDirectorD7,0,23474,3096,,,,,,,,,,939,6572,0,15963,341,5004,0,341,341,2,5,False,0,210.0,5200.0,254.0,7545.0,827.0,250.0,654.0,1569.0,2389.0,15301.0,True,7472.0,1.591,CLIFFORD THOMPSON,1,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7899.0,7899.0,62.187,62.187,1
Oakland_20250415_CityCouncilD2,0.11395348837209303,34222,23,,,,,,,,,,932,11592,6868,14830,590,5163,3206,3274,3703,6,5,False,0,45.0,3585.0,5622.0,9062.0,320.0,137.0,120.0,551.0,435.0,13097.0,True,2612.0,2.627,CHARLENE WANG,5,45.0,318.0,16.0,0.0,268.0,34.0,0.0,0.0,0.0,5883.0,6268.0,46.628,50.963,1
Oakland_20250415_Mayor,0.003965813415901427,238584,4,,,,,,,,,,13308,88114,5810,131352,6861,37140,2751,3994,9071,10,5,False,1,402.0,36836.0,30905.0,57786.0,3865.0,1041.0,724.0,5414.0,273.0,95033.0,True,19571.0,2.384,BARBARA LEE,3,402.0,117.0,3.0,0.0,90.0,24.0,0.0,0.0,0.0,47137.0,47186.0,49.955,50.07,1
Payson_20191105_CityCouncil,0.5872881355932204,11608,71,,,,,,,,,,221,4628,3114,3645,169,1470,956,801,1070,5,5,False,0,2.0,145.0,2370.0,2532.0,38.0,3.0,22.0,63.0,87.0,2764.0,True,1924.0,4.303,DOUG WELTON,4,2.0,108.0,0.0,0.0,97.0,11.0,0.0,0.0,0.0,1037.0,1548.0,38.766,60.304,1
PierceCounty_20081104_CountyAssessorTreasurer,0.8508253787281527,611779,274,,,,,,,,,,52787,104159,87648,367185,40137,63692,58231,67903,98368,6,3,False,1,363.0,83066.0,150323.0,179627.0,10933.0,825.0,724.0,12339.0,49961.0,312771.0,True,150323.0,2.255,Dale Washam,6,363.0,73192.0,234.0,0.0,47260.0,5464.0,20234.0,20093.0,141.0,65676.0,98276.0,25.024,51.928,1
PierceCounty_20081104_CountyCouncilDistrict2,0.383486881634288,84816,4025,,,,,,,,,,486,19606,18805,45919,271,10955,12422,9651,12693,3,3,False,0,31.0,16086.0,17110.0,23931.0,2227.0,57.0,86.0,2353.0,3630.0,43661.0,True,17110.0,2.025,Joyce McDonald,3,31.0,1893.0,2.0,0.0,1631.0,260.0,0.0,0.0,0.0,19967.0,21066.0,49.917,55.281,1
PierceCounty_20081104_CountyExecutiveMember,0.8396375868055556,693034,3906,,,,,,,,,,15905,151948,132336,392845,12637,101474,81313,77937,93950,4,3,True,0,532.0,91567.0,153183.0,207868.0,19146.0,1226.0,548.0,20711.0,13107.0,312771.0,True,153183.0,2.204,Pat McCarthy,4,532.0,30876.0,183.0,0.0,26812.0,3881.0,0.0,0.0,0.0,79235.0,136081.0,26.488,50.728,2
PierceCounty_20091103_CountyAuditor,0.0075423441292376756,366397,319,,,,,,,,,,11124,131837,27545,195891,5912,85154,17428,16671,23340,3,3,False,0,193.0,48468.0,80039.0,105143.0,15635.0,366.0,361.0,16271.0,6266.0,159987.0,True,80039.0,2.204,Julie Anderson,2,193.0,457.0,2.0,0.0,114.0,341.0,0.0,0.0,0.0,76634.0,76695.0,49.915,50.104,1
PortlandME_20210608_CharterCommission_tab1,0.9186712485681557,43259,15,,,,,,,,,,4670,12120,12572,13897,2378,3186,3318,3856,5228,11,11,True,0,134.0,726.0,7327.0,8055.0,151.0,182.0,397.0,693.0,150.0,9031.0,True,561.0,4.772,"Chann, Marpheen S.",10,134.0,1540.0,11.0,0.0,1460.0,69.0,0.0,0.0,0.0,1483.0,3691.0,16.954,51.214,3
PortlandME_20211102_CityCouncilAL,0.8756065998058881,54521,3,,,,,,,,,,1035,13785,13608,26093,773,6783,6683,5041,7202,4,4,False,0,81.0,4025.0,10744.0,15193.0,303.0,189.0,225.0,677.0,2015.0,21284.0,True,8422.0,2.78,"Rodriguez, Roberto",3,81.0,2139.0,28.0,0.0,1967.0,144.0,0.0,0.0,0.0,5580.0,8526.0,29.081,50.009,1
PortlandME_20220614_SchoolboardAL,0.5453788509575354,30951,67,,,,,,,,,,3073,8920,7194,11764,1617,3814,2843,3413,4212,7,7,False,0,123.0,732.0,4982.0,8169.0,152.0,167.0,137.0,427.0,477.0,9464.0,True,1586.0,3.378,"Lentz, Sarah M.",6,123.0,1563.0,10.0,0.0,1490.0,63.0,0.0,0.0,0.0,3268.0,4041.0,36.868,55.349,1
PortlandME_20221108_SchoolBoardDistrict3,0.2808362369337979,13179,554,,,,,,,,,,66,3556,2827,6730,40,2178,1715,1640,1755,3,3,False,0,13.0,2332.0,2758.0,3885.0,153.0,41.0,27.0,215.0,1296.0,7518.0,True,2758.0,2.067,"Opperman, Julianne R.",2,13.0,311.0,6.0,0.0,274.0,31.0,0.0,0.0,0.0,2870.0,3226.0,46.223,54.697,1
PortlandME_20241105_CityCouncilAtLarge,0.9202962096852773,95497,695,,,,,,,,,,6324,22739,20256,46178,4072,9644,8148,9200,11822,5,6,False,0,204.0,10755.0,15269.0,22978.0,1035.0,461.0,1043.0,2387.0,5925.0,39765.0,True,8605.0,2.698,"Grant, Benjamin K.",5,204.0,8371.0,51.0,0.0,7803.0,517.0,0.0,0.0,0.0,7900.0,13635.0,23.487,53.968,1
PortlandME_20241105_CityCouncilDistrict2,0.6484279297672519,18827,300,,,,,,,,,,619,5008,4521,8679,441,2097,1850,1483,2162,5,6,False,0,23.0,1986.0,3147.0,4601.0,127.0,77.0,168.0,341.0,979.0,7573.0,True,1675.0,2.778,"Pelletier, Wesley K.",5,23.0,985.0,15.0,0.0,933.0,37.0,0.0,0.0,0.0,2239.0,2971.0,34.074,53.187,1
PortlandOR_20241105_Auditor,0,192736,183639,,,,,,,,,,0,2631,0,188753,0,2631,0,0,0,1,2,False,0,128.0,185831.0,0,2799.0,1169.0,132.0,3466.0,4701.0,144216.0,332969.0,True,187346.0,1.014,Simone.Rede,1,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186132.0,186132.0,98.678,98.678,1
PortlandOR_20241105_Mayor,0.5498813098363491,1063639,2,,,,,,,,,,87202,311792,236681,427964,48540,125013,90112,103201,131491,20,6,False,1,2602.0,46611.0,210829.0,263352.0,2577.0,4192.0,6608.0,11918.0,21473.0,332969.0,True,54215.0,3.363,Keith.Wilson,19,2602.0,49512.0,829.0,0.0,42654.0,1042.0,4987.0,4358.0,629.0,104247.0,153159.0,33.748,59.048,1
RedondoBeach_20250304_CityAttorney,0,16293,5704,,,,,,,,,,6,4166,1349,10772,4,4018,1287,1288,1290,2,6,False,0,25.0,5506.0,51.0,5236.0,118.0,28.0,510.0,639.0,0,10763.0,True,5206.0,1.489,JOY FORD,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8221.0,8221.0,76.56,76.56,1
RedondoBeach_20250304_CityCouncilD1,0.14883346741753822,5298,107,,,,,,,,,,6,1306,1263,2723,3,779,760,698,763,3,6,False,0,9.0,1025.0,1070.0,1543.0,33.0,16.0,119.0,161.0,0,2572.0,True,1062.0,2.02,BRAD WALLER,3,9.0,48.0,1.0,0.0,45.0,2.0,0.0,0.0,0.0,1240.0,1311.0,48.381,52.127,1
RedondoBeach_20250304_CityCouncilD2,0,3097,1019,,,,,,,,,,3,692,302,2100,3,667,285,287,288,2,6,False,0,9.0,1140.0,18.0,944.0,27.0,9.0,117.0,147.0,0,2090.0,True,934.0,1.457,CHADWICK CASTLE,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,1550.0,74.483,74.483,1
RedondoBeach_20250304_CityCouncilD4,0,2797,681,,,,,,,,,,2,652,303,1840,2,607,273,273,274,2,6,False,0,7.0,956.0,20.0,868.0,46.0,8.0,123.0,170.0,0,1830.0,True,839.0,1.482,ZEIN OBAGI JR,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252.0,1252.0,68.678,68.678,1
RedondoBeach_20250304_Mayor,0.36646798692559124,35823,73,,,,,,,,,,1702,11871,8323,13927,1175,4470,3179,3374,4130,5,6,False,0,75.0,2559.0,6337.0,8573.0,158.0,157.0,878.0,1057.0,0,11157.0,True,4168.0,3.156,JAMES A LIGHT,5,75.0,1114.0,22.0,0.0,1051.0,41.0,0.0,0.0,0.0,4878.0,5920.0,44.017,59.39,1
SanFrancisco_20041102_BoardofSupervisorsDistrict11,0.5059420916162489,58690,38,,,,,,,,,,4527,12342,8596,33225,3637,7511,5492,6289,9129,8,3,False,1,219.0,4397.0,16395.0,18779.0,0,340.0,434.0,748.0,1507.0,24902.0,True,16395.0,2.494,Gerardo Sandoval,7,219.0,4869.0,51.0,0.0,2200.0,0.0,2618.0,2526.0,92.0,7477.0,10679.0,32.262,58.333,1
SanFrancisco_20041102_BoardofSupervisorsDistrict2,0,76735,7748,,,,,,,,,,1746,24672,5268,45049,1606,14610,3713,3027,5319,5,3,False,1,95.0,11390.0,18947.0,23098.0,0,202.0,444.0,634.0,4879.0,39462.0,True,18947.0,2.213,Michela Alioto-pier,1,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21118.0,21118.0,61.233,61.233,1
SanFrancisco_20041102_BoardofSupervisorsDistrict3,0,60741,6449,,,,,,,,,,1237,21525,4368,33611,1236,12639,3172,2608,4408,4,3,False,0,74.0,7162.0,15950.0,18743.0,0,143.0,359.0,495.0,2338.0,28317.0,True,15950.0,2.333,Arron Peskin,1,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16177.0,16177.0,62.447,62.447,1
SanFrancisco_20041102_BoardofSupervisorsDistrict5,0.4102710181492634,95332,5,,,,,,,,,,14829,20558,7662,52283,10647,12110,5017,10709,15664,22,3,False,1,394.0,3903.0,28457.0,31206.0,0,560.0,364.0,883.0,3752.0,39255.0,True,28457.0,2.669,Ross Mirkarimi,20,394.0,8998.0,76.0,0.0,2861.0,0.0,6061.0,5963.0,98.0,9947.0,13211.0,28.332,50.596,1
SanFrancisco_20041102_BoardofSupervisorsDistrict7,0.33545078830552577,80475,1,,,,,,,,,,7058,17298,12895,43224,5355,10364,8193,9954,13548,13,3,False,1,236.0,5256.0,22105.0,26383.0,0,348.0,367.0,701.0,3030.0,34905.0,True,22105.0,2.514,Sean R. Elsbernd,12,236.0,7314.0,40.0,0.0,2939.0,0.0,4335.0,4237.0,98.0,10505.0,13834.0,33.203,56.872,1
SanFrancisco_20041102_BoardofSupervisorsDistrict9,0,61976,316,,,,,,,,,,3398,21034,1415,36129,2981,13461,1042,2624,4023,6,3,False,1,172.0,4185.0,16142.0,20683.0,0,283.0,402.0,666.0,1235.0,26275.0,True,16142.0,2.464,Tom Ammiano,1,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12592.0,12592.0,50.635,50.635,1
SanFrancisco_20041105_BoardofSupervisorsDistrict1,0.31547064305684996,72181,215,,,,,,,,,,2835,17613,15788,35945,2283,10183,9385,9362,11668,7,3,False,1,156.0,5495.0,19860.0,23292.0,0,242.0,323.0,555.0,1778.0,30721.0,True,19860.0,2.486,Jake McGoldrick,6,156.0,2847.0,19.0,0.0,1336.0,0.0,1492.0,1457.0,35.0,11815.0,14011.0,41.043,54.013,1
SanFrancisco_20051108_AssessorRecorder,0.3540355502636503,434782,30792,,,,,,,,,,74,116919,94407,223382,74,72300,54066,48186,54140,4,3,False,0,748.0,66931.0,101977.0,132293.0,0,1288.0,5735.0,6933.0,25398.0,225370.0,True,101977.0,2.168,Phil Ting,3,748.0,9910.0,66.0,0.0,9844.0,0.0,0.0,0.0,0.0,94062.0,110053.0,47.214,58.133,1
SanFrancisco_20051108_Treasurer,0,364231,39819,,,,,,,,,,1524,105692,60565,196450,1523,61360,37735,31917,39258,4,3,False,0,608.0,71665.0,81831.0,104826.0,0,1083.0,2456.0,3489.0,48271.0,225370.0,True,81831.0,2.051,Jose Cisneros,1,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108155.0,108155.0,61.281,61.281,1
SanFrancisco_20061107_BoardofSupervisorsDistrict10,0,30216,1672,,,,,,,,,,1362,8039,2618,18197,1139,5023,1767,1920,2906,7,3,False,1,169.0,5439.0,6765.0,8883.0,0,246.0,464.0,698.0,2212.0,16703.0,True,6765.0,2.068,Sophie Maxwell,1,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7997.0,7997.0,55.837,55.837,1
SanFrancisco_20061107_BoardofSupervisorsDistrict2,0,26252,12504,,,,,,,,,,116,3759,0,22377,116,3745,0,116,116,2,3,False,0,28.0,15741.0,124.0,5169.0,0,49.0,767.0,815.0,5248.0,26186.0,True,4993.0,1.251,Michela Alioto-pier,1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16707.0,16707.0,79.9,79.9,1
SanFrancisco_20061107_BoardofSupervisorsDistrict4,0.9064291247095275,47444,232,,,,,,,,,,2834,9853,7590,27167,2390,6119,4838,5654,7228,6,3,False,1,201.0,4828.0,12343.0,14986.0,0,301.0,512.0,794.0,1970.0,21985.0,True,12343.0,2.355,Ed Jew,6,201.0,3839.0,42.0,0.0,2869.0,0.0,928.0,827.0,101.0,5184.0,8388.0,26.163,52.507,1
SanFrancisco_20061107_BoardofSupervisorsDistrict6,0.044978018261751775,36105,17,,,,,,,,,,2818,8453,2226,22608,1994,5161,1820,2390,3814,8,3,False,1,165.0,7835.0,7800.0,10106.0,0,258.0,456.0,698.0,1809.0,19915.0,True,7800.0,1.98,Chris Daly,5,165.0,295.0,7.0,0.0,236.0,0.0,52.0,34.0,18.0,8746.0,8968.0,48.749,50.822,1
SanFrancisco_20061107_BoardofSupervisorsDistrict8,0,57736,10133,,,,,,,,,,1,15830,9199,32706,1,10599,6313,5909,6314,3,3,False,0,43.0,14619.0,8807.0,17096.0,0,118.0,845.0,960.0,3359.0,35117.0,True,8807.0,1.814,Bevan Dufty,1,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20924.0,20924.0,65.975,65.975,1
SanFrancisco_20071106_Mayor,0,259918,68060,,,,,,,,,,9294,68189,10231,172204,7799,41551,7906,8169,15705,12,3,False,1,499.0,78889.0,48481.0,65841.0,0,866.0,2911.0,3717.0,4236.0,149465.0,True,48481.0,1.784,Gavin Newsom,1,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106395.0,106395.0,73.513,73.513,1
SanFrancisco_20081104_BoardofSupervisorsDistrict1,0.3869135802469136,71663,10,,,,,,,,,,3666,16304,16669,35024,2474,9363,10369,10357,12843,9,3,False,1,242.0,7228.0,16762.0,21640.0,2311.0,332.0,131.0,2736.0,2696.0,31694.0,True,16762.0,2.32,ERIC MAR,9,242.0,2837.0,18.0,0.0,842.0,532.0,1445.0,1429.0,16.0,11649.0,13136.0,40.51,50.681,1
SanFrancisco_20081104_BoardofSupervisorsDistrict11,0.6653898152320865,67059,21,,,,,,,,,,7586,13691,11732,34050,5128,8205,7169,9564,12297,9,3,False,1,410.0,5321.0,16487.0,19538.0,3168.0,552.0,236.0,3856.0,1826.0,26909.0,True,16487.0,2.427,JOHN AVALOS,9,410.0,5395.0,55.0,0.0,1685.0,1490.0,2165.0,2128.0,37.0,6964.0,10211.0,28.225,52.967,1
SanFrancisco_20081104_BoardofSupervisorsDistrict3,0.3752027246188777,72522,2,,,,,,,,,,5611,18386,11764,36761,4070,10823,7107,8668,11177,9,3,False,1,284.0,4759.0,18954.0,22578.0,1892.0,370.0,209.0,2409.0,2604.0,30086.0,True,18954.0,2.506,DAVID CHIU,9,284.0,4360.0,31.0,0.0,1356.0,599.0,2374.0,2325.0,49.0,10270.0,13564.0,37.76,59.392,1
SanFrancisco_20081104_BoardofSupervisorsDistrict4,0,72295,1371,,,,,,,,,,2874,24338,8309,36774,1559,14410,5780,4586,7339,3,3,False,0,83.0,9388.0,15331.0,20079.0,4160.0,150.0,191.0,4451.0,2106.0,31628.0,True,15331.0,2.198,CARMEN CHU,1,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15405.0,15405.0,52.329,52.329,1
SanFrancisco_20081104_BoardofSupervisorsDistrict5,0,83264,19469,,,,,,,,,,2352,37292,145,43475,1691,20958,83,1691,1774,3,3,False,0,104.0,14078.0,17890.0,21612.0,4424.0,177.0,224.0,4784.0,5412.0,41175.0,True,17890.0,2.103,ROSS MIRKARIMI,1,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27564.0,27564.0,77.299,77.299,1
SanFrancisco_20081104_BoardofSupervisorsDistrict7,0,71482,13045,,,,,,,,,,1076,26735,7489,36182,599,14737,5250,3207,5849,3,3,False,0,53.0,14030.0,14545.0,17166.0,4672.0,102.0,234.0,4970.0,5451.0,36669.0,True,14545.0,2.015,SEAN R. ELSBERND,1,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22105.0,22105.0,70.929,70.929,1
SanFrancisco_20081104_BoardofSupervisorsDistrict9,0.5742221365957036,72868,11,,,,,,,,,,3732,18745,15717,34674,2556,11016,9399,9152,11955,7,3,False,1,313.0,4121.0,19552.0,22521.0,2161.0,407.0,170.0,2662.0,2085.0,28884.0,True,19552.0,2.564,DAVID CAMPOS,7,313.0,3064.0,38.0,0.0,1214.0,798.0,1014.0,993.0,21.0,9468.0,12606.0,35.747,53.821,1
SanFrancisco_20101102_BoardofSupervisorsDistrict10,0.8066244520214321,49025,2,,,,,,,,,,12476,4968,4536,27045,8234,3231,2827,8457,11061,21,3,True,1,500.0,4231.0,11063.0,13776.0,2950.0,633.0,166.0,3660.0,2242.0,20550.0,True,11063.0,2.34,MALIA COHEN,21,500.0,9634.0,102.0,0.0,2630.0,2220.0,4682.0,4631.0,51.0,2097.0,4307.0,11.776,52.691,3
SanFrancisco_20101102_BoardofSupervisorsDistrict2,0.23398804440649018,56773,142,,,,,,,,,,1994,14539,12460,27780,1369,8715,7266,7818,8635,6,3,True,1,86.0,9465.0,10211.0,14678.0,4217.0,151.0,111.0,4440.0,4731.0,28911.0,True,10211.0,2.028,MARK FARRELL,6,86.0,1527.0,10.0,0.0,681.0,496.0,340.0,332.0,8.0,9700.0,11415.0,40.259,50.583,2
SanFrancisco_20101102_BoardofSupervisorsDistrict6,0.5583645040629434,55449,0,,,,,,,,,,6212,11264,10422,27551,4050,6667,6099,8326,10149,14,3,False,1,357.0,5731.0,12714.0,15503.0,3024.0,438.0,158.0,3559.0,3614.0,25057.0,True,12714.0,2.306,JANE KIM,14,357.0,4741.0,29.0,0.0,1533.0,1156.0,2023.0,1998.0,25.0,6621.0,8834.0,31.4,54.047,1
SanFrancisco_20101102_BoardofSupervisorsDistrict8,0.4031022845275182,86136,1772,,,,,,,,,,2161,24202,18664,41109,1317,14721,11411,11147,12728,4,3,False,0,79.0,9683.0,16984.0,25310.0,5050.0,146.0,111.0,5268.0,3522.0,38551.0,True,16984.0,2.206,SCOTT WIENER,4,79.0,2123.0,15.0,0.0,1153.0,955.0,0.0,0.0,0.0,14813.0,18181.0,42.383,55.384,1
SanFrancisco_20111108_DistrictAttorney,0.5285668230827094,434317,3366,,,,,,,,,,20062,109446,72012,232797,15228,68036,47051,51878,62279,5,3,False,1,559.0,48788.0,95318.0,135011.0,11481.0,935.0,989.0,13181.0,13196.0,197242.0,True,95318.0,2.25,GEORGE GASCÓN,4,559.0,22738.0,112.0,0.0,15807.0,4167.0,2652.0,2517.0,135.0,76236.0,100089.0,41.548,62.264,1
SanFrancisco_20111108_Mayor,0.47221797810033106,519799,20,,,,,,,,,,63554,105355,78289,272601,45637,62071,46995,69888,92632,16,3,False,1,820.0,30835.0,141590.0,163919.0,10124.0,1383.0,725.0,12051.0,2004.0,197242.0,True,141590.0,2.562,ED LEE,16,820.0,52945.0,264.0,0.0,15694.0,4988.0,31999.0,31826.0,173.0,59775.0,84374.0,30.746,59.64,1
SanFrancisco_20111108_Sheriff,0.7342056951978688,396312,1131,,,,,,,,,,9907,77853,81638,226914,6738,49298,53320,44522,60058,4,3,False,0,378.0,70070.0,76997.0,113348.0,12970.0,657.0,1174.0,14590.0,13631.0,197242.0,True,76997.0,2.036,ROSS MIRKARIMI,3,378.0,21787.0,88.0,0.0,18042.0,3657.0,0.0,0.0,0.0,70457.0,86443.0,38.452,53.543,1
SanFrancisco_20121106_BoardofSupervisorsDistrict5,0.6862984436985047,91687,292,,,,,,,,,,10397,17341,13517,50432,8041,10525,8359,12432,16400,8,3,False,1,209.0,6236.0,23641.0,29030.0,1981.0,304.0,210.0,2447.0,4897.0,40253.0,True,23641.0,2.487,LONDON BREED,7,209.0,8563.0,32.0,0.0,3583.0,678.0,4270.0,4224.0,46.0,9842.0,14927.0,28.002,56.15,1
SanFrancisco_20121106_BoardofSupervisorsDistrict7,0.6681285241206479,80770,122,,,,,,,,,,7831,15325,14426,43188,5728,9158,9129,11409,14857,9,3,False,1,181.0,6145.0,20756.0,25338.0,1737.0,251.0,174.0,2123.0,3785.0,35351.0,True,20756.0,2.458,NORMAN YEE,8,181.0,6538.0,21.0,0.0,2552.0,681.0,3284.0,3252.0,32.0,9182.0,12488.0,29.256,50.26,1
SanFrancisco_20141104_BoardofSupervisorsDistrict10,0.1572129806381238,37857,186,,,,,,,,,,3466,10815,4465,19111,2232,6350,2701,4207,4933,5,3,False,1,111.0,5180.0,7559.0,10265.0,2468.0,145.0,146.0,2734.0,825.0,16342.0,True,7559.0,2.144,MALIA COHEN,3,111.0,498.0,11.0,0.0,196.0,284.0,7.0,0.0,7.0,7176.0,7710.0,46.579,51.717,1
SanFrancisco_20151103_BoardofSupervisorsDistrict3,0,33087,840,,,,,,,,,,178,8920,6864,17125,93,5272,4337,4290,4430,3,3,False,0,41.0,8716.0,4478.0,7988.0,2083.0,63.0,136.0,2252.0,819.0,17554.0,True,4478.0,1.743,AARON PESKIN,1,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8767.0,8767.0,52.516,52.516,1
SanFrancisco_20151103_Mayor,0,420163,21835,,,,,,,,,,60449,93771,12596,253347,43180,52468,9001,33935,52181,6,3,False,1,621.0,86895.0,84870.0,103133.0,22398.0,1043.0,1438.0,24653.0,12741.0,203069.0,True,84870.0,1.986,ED LEE,1,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105771.0,105771.0,55.755,55.755,1
SanFrancisco_20151103_Sheriff,0,378645,40867,,,,,,,,,,14127,128080,19997,216441,7452,83970,13948,15907,21400,3,3,False,0,237.0,95000.0,53191.0,90911.0,26727.0,469.0,996.0,28024.0,17001.0,203069.0,True,53191.0,1.774,VICKI HENNESSY,1,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113349.0,113349.0,60.996,60.996,1
SanFrancisco_20161108_BoardofSupervisorsDistrict1,0.30871985157699444,79631,27,,,,,,,,,,4322,18527,18060,38722,3080,11056,10595,11541,13675,10,3,False,1,192.0,7131.0,19667.0,24656.0,1889.0,255.0,134.0,2241.0,3236.0,35109.0,True,19667.0,2.388,SANDRA LEE FEWER,9,192.0,3207.0,18.0,0.0,924.0,454.0,1811.0,1802.0,9.0,12568.0,15029.0,39.67,52.781,1
SanFrancisco_20161108_BoardofSupervisorsDistrict11,0.45763373682155406,65667,426,,,,,,,,,,4849,14472,14667,31679,3451,8310,8574,10189,12025,5,3,False,1,173.0,5961.0,16006.0,19509.0,2572.0,257.0,190.0,2963.0,2457.0,28010.0,True,16006.0,2.387,AHSHA SAFAI,4,173.0,3384.0,29.0,0.0,735.0,666.0,1954.0,1931.0,23.0,9466.0,11211.0,37.297,50.968,1
SanFrancisco_20161108_BoardofSupervisorsDistrict3,0,47776,11764,,,,,,,,,,0,14728,6338,26682,0,10838,4678,4678,4678,2,3,False,0,24.0,15898.0,0,10769.0,5897.0,56.0,483.0,6366.0,4839.0,31521.0,True,10769.0,1.403,AARON PESKIN,1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19211.0,19211.0,72.065,72.065,1
SanFrancisco_20161108_BoardofSupervisorsDistrict5,0,74546,1789,,,,,,,,,,0,17722,15729,41059,0,13350,12131,12131,12131,2,3,False,0,50.0,22089.0,0,18932.0,8404.0,117.0,598.0,9032.0,4472.0,45531.0,True,18932.0,1.46,LONDON BREED,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21399.0,21399.0,52.181,52.181,1
SanFrancisco_20161108_BoardofSupervisorsDistrict7,0.5477004941087039,88616,939,,,,,,,,,,6698,20082,14879,46957,5052,11845,9342,11214,14394,5,3,False,1,128.0,8275.0,22105.0,27074.0,2316.0,185.0,163.0,2632.0,4084.0,39486.0,True,22105.0,2.388,NORMAN YEE,4,128.0,4807.0,24.0,0.0,1948.0,810.0,2025.0,2000.0,25.0,14179.0,17673.0,40.197,58.007,1
SanFrancisco_20161108_BoardofSupervisorsDistrict9,0,78479,4738,,,,,,,,,,1193,26569,14960,35757,904,16178,8705,8689,9609,4,3,False,0,127.0,8025.0,17026.0,24097.0,2963.0,195.0,200.0,3302.0,2764.0,34945.0,True,17026.0,2.276,HILLARY RONEN,1,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18396.0,18396.0,57.391,57.391,1
